100001878,0.111111111111,8.0,1.0,0.0,0.0238095238095,1.0,1.0,0.111111111111,0.137931034483,4.0,1.0,0.5,1.0,41.0,0.00961538461538,0.2,0.0,8.0,103.0,
100011562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172414,2.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,100.0,
100012968,3.0,1.0,6.0,0.0,0.230769230769,6.0,5.0,4.0,0.413793103448,12.0,8.0,1.33333333333,8.0,25.0,0.1,0.384615384615,0.0,1.0,79.0,
100014060,0.5,6.0,2.0,0.0,0.0606060606061,2.0,2.0,0.285714285714,0.379310344828,11.0,2.0,0.666666666667,2.0,32.0,0.0246913580247,0.166666666667,0.0,3.0,80.0,
100024529,0.333333333333,4.0,1.0,0.0,0.0833333333333,1.0,1.0,0.2,0.137931034483,4.0,1.0,0.5,1.0,11.0,0.0416666666667,0.2,0.0,2.0,23.0,
100027681,1.42857142857,8.0,10.0,19.0,0.0602409638554,0.5,7.0,1.33333333333,0.827586206897,24.0,0.6,1.5,12.0,165.0,0.0252631578947,0.28,19.0,6.0,474.0,
100035725,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344827586207,10.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,3.0,82.0,
100039408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172414,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,
100042340,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48275862069,14.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,4.0,97.0,
10004287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137931034483,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,
100067745,0.5,1.0,1.0,0.0,0.1,1.0,1.0,0.5,0.0689655172414,2.0,1.0,0.5,1.0,9.0,0.025,0.333333333333,0.0,1.0,39.0,
100078685,0.2,24.0,4.0,0.0,0.0231213872832,4.0,3.0,0.16,0.620689655172,18.0,4.0,1.0,4.0,172.0,0.00865800865801,0.157894736842,0.0,19.0,461.0,
100086267,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551724137931,16.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,3.0,261.0,
100090063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0689655172414,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,
100097997,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586207,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,13.0,
100109755,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.379310344828,11.0,0.0,0.0,0.0,111.0,0.0,0.0,6.0,0.0,266.0,
100111500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586207,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,
100112744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172414,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,
100121842,1.0,8.0,7.0,0.0,0.0804597701149,7.0,1.0,1.0,0.310344827586,9.0,9.0,4.5,9.0,86.0,0.0391304347826,0.1,0.0,6.0,229.0,
100127501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586207,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,
100128093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172413793103,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,
100154665,1.0,0.0,1.0,0.0,0.0322580645161,1.0,1.0,1.0,0.413793103448,12.0,1.0,0.5,1.0,30.0,0.0175438596491,0.0769230769231,0.0,0.0,56.0,
100159569,0.5,2.0,1.0,0.0,0.0277777777778,1.0,1.0,0.333333333333,0.310344827586,9.0,1.0,0.5,1.0,35.0,0.0113636363636,0.1,0.0,1.0,87.0,
100185291,3.0,0.0,3.0,32.0,0.0096463022508,0.0967741935484,1.0,3.0,0.448275862069,13.0,0.0909090909091,1.5,3.0,310.0,0.0060120240481,0.0714285714286,30.0,0.0,498.0,
100192152,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103448275862,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,60.0,
10020755,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.48275862069,14.0,0.0,0.0,0.0,90.0,0.0,0.0,8.0,0.0,193.0,
100211157,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.310344827586,9.0,0.0,0.0,0.0,55.0,0.0,0.0,2.0,0.0,143.0,
100230080,1.0,1.0,2.0,4.0,0.0212765957447,0.4,2.0,1.0,0.724137931034,21.0,0.4,0.666666666667,2.0,93.0,0.00943396226415,0.0909090909091,4.0,1.0,211.0,
100231383,0.125,7.0,1.0,0.0,0.0196078431373,1.0,1.0,0.25,0.275862068966,8.0,2.0,1.0,2.0,50.0,0.0235294117647,0.111111111111,0.0,7.0,84.0,
100234220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137931034483,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,30.0,
10026124,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.896551724138,26.0,0.0,0.0,0.0,641.0,0.0,0.0,1.0,3.0,1244.0,
100267644,1.33333333333,2.0,4.0,0.0,0.153846153846,4.0,3.0,2.0,0.379310344828,11.0,6.0,1.5,6.0,25.0,0.0759493670886,0.25,0.0,2.0,78.0,
10027039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137931034483,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,37.0,
100273837,1.5,1.0,3.0,0.0,0.142857142857,3.0,1.0,2.0,0.137931034483,4.0,4.0,2.0,4.0,20.0,0.0754716981132,0.2,0.0,1.0,52.0,
100279459,1.0,1.0,2.0,5.0,0.0869565217391,0.333333333333,2.0,1.0,0.172413793103,5.0,0.333333333333,0.666666666667,2.0,22.0,0.031746031746,0.333333333333,5.0,1.0,62.0,
100288957,1.0,0.0,1.0,5.0,0.025641025641,0.166666666667,1.0,1.0,0.379310344828,11.0,0.166666666667,0.5,1.0,38.0,0.0104166666667,0.0833333333333,5.0,0.0,95.0,
